,ID,Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Jersey Number,Height,Weight,Release Clause
3842,200918,C. Knasmüllner,26,Austria,72,SK Rapid Wien,€3.9M,€14K,Right,CAM,28,5'11,154lbs,€6.1M
3843,215254,L. Lollo,31,Argentina,72,River Plate,€2.1M,€15K,Right,CB,6,6'0,187lbs,€2.9M
3844,226518,A. Milić,24,Croatia,72,RSC Anderlecht,€3.5M,€11K,Left,LB,44,6'2,187lbs,€5.6M
3845,233943,Ronaldo Vieira,19,England,72,Sampdoria,€4M,€9K,Right,CDM,4,5'10,154lbs,€7.7M
3846,203736,S. Bahoken,26,Cameroon,72,Angers SCO,€3.9M,€18K,Right,ST,19,6'1,172lbs,€8.1M
3847,231640,Ontiveros,20,Spain,72,Málaga CF,€5M,€6K,Right,RM,17,5'7,165lbs,€9M
3848,199897,N. Höfler,28,Germany,72,SC Freiburg,€2.5M,€17K,Right,CDM,27,5'11,172lbs,€4.5M
3849,213209,K. Acosta,22,United States,72,Colorado Rapids,€4.5M,€6K,Right,CM,23,5'10,150lbs,€7.4M
3850,176345,Kwoun Sun Tae,33,Korea Republic,72,Kashima Antlers,€1.6M,€7K,Right,GK,1,6'0,187lbs,€2M
3851,183769,A. Çamdalı,34,Germany,72,Çaykur Rizespor,€950K,€10K,Right,RDM,21,6'1,165lbs,€1.9M
3852,199386,B. Linssen,27,Netherlands,72,Vitesse,€3.3M,€12K,Right,LW,11,5'7,154lbs,€4.9M
3853,204250,M. Trotta,25,Italy,72,Sassuolo,€3.9M,€34K,Left,ST,29,6'2,187lbs,€6.9M
3854,206042,J. Dezi,26,Italy,72,Parma,€3.7M,€28K,Right,CM,33,5'10,152lbs,€6.9M
3855,176346,Choi Chul Soon,31,Korea Republic,72,Jeonbuk Hyundai Motors,€2M,€8K,Right,LB,25,5'9,154lbs,€2.6M
3856,216283,Danilo,26,Brazil,72,VfL Bochum 1848,€3M,€13K,Left,LB,3,5'7,159lbs,€5M
3857,238555,J. Savarino,21,Venezuela,72,Real Salt Lake,€5M,€5K,Right,RW,10,5'7,146lbs,€8.5M
3858,186331,M. Zeman,29,Czech Republic,72,Viktoria Plzeň,€3M,€1K,Left,LM,9,5'9,146lbs,€6.7M
3859,189403,N. Baker,27,England,72,Bristol City,€3M,€27K,Left,CB,6,6'2,181lbs,€6M
3860,209372,M. Saymak,25,Netherlands,72,Çaykur Rizespor,€4M,€11K,Right,CAM,11,5'7,139lbs,€8.3M
3861,176348,Yeom Ki Hun,35,Korea Republic,72,Suwon Samsung Bluewings,€1.4M,€6K,Left,ST,26,6'0,172lbs,€1.8M
3862,189148,J. Murphy,28,Scotland,72,Rangers FC,€3.1M,€39K,Right,LW,7,5'10,159lbs,€5.7M
3863,192732,E. Prib,28,Russia,72,Hannover 96,€3.1M,€24K,Left,LM,7,5'11,170lbs,€5.7M
3864,213725,L. Phiri,23,South Africa,72,En Avant de Guingamp,€4.2M,€14K,Right,CM,6,5'8,139lbs,€9.2M
3865,217565,Jubal,24,Brazil,72,Portimonense SC,€3.4M,€6K,Right,CB,33,6'2,176lbs,€7.4M
3866,222429,A. Cubas,22,Argentina,72,Club Atlético Talleres,€3.7M,€10K,Right,RCM,8,5'7,132lbs,€6.4M
3867,220638,Luismi,26,Spain,72,Real Valladolid CF,€3.4M,€13K,Right,CDM,6,5'10,174lbs,€7.8M
3868,223198,A. Adnan,24,Iraq,72,Atalanta,€3.9M,€16K,Left,LM,53,6'1,154lbs,
3869,231390,Diogo Gonçalves,21,Portugal,72,Nottingham Forest,€4.8M,€7K,Right,LW,19,5'10,157lbs,
3870,183518,Rui Fonte,28,Portugal,72,LOSC Lille,€3.2M,€41K,Right,ST,10,5'11,161lbs,
3871,190430,J. Bennett,28,England,72,Cardiff City,€2.5M,€30K,Left,LB,3,5'10,163lbs,€4.9M
3872,200159,S. Ortega,25,Germany,72,DSC Arminia Bielefeld,€2.9M,€8K,Right,GK,1,6'1,194lbs,€4.8M
3873,155871,B. Białkowski,30,Poland,72,Ipswich Town,€2M,€6K,Right,GK,33,6'4,190lbs,€3.7M
3874,242143,Ricardo Ryller,24,Brazil,72,SC Braga,€4.1M,€9K,Right,CM,8,6'0,170lbs,€8.5M
3875,194015,J. Börner,27,Germany,72,DSC Arminia Bielefeld,€2.6M,€11K,Left,RCB,13,6'2,190lbs,€4.2M
3876,183520,Fran Mérida,28,Spain,72,CA Osasuna,€2.8M,€8K,Left,CDM,8,5'10,163lbs,€4.7M
3877,145889,Tito,32,Spain,72,Rayo Vallecano,€1.7M,€13K,Right,RB,2,5'9,141lbs,€3.8M
3878,229857,S. Sensi,22,Italy,72,Sassuolo,€3.5M,€26K,Right,CDM,12,5'6,137lbs,€6.3M
3879,194017,A. Weimann,26,Austria,72,Bristol City,€3.4M,€32K,Right,RS,14,5'10,168lbs,€6.5M
3880,199651,Fernando Canesín,26,Brazil,72,KV Oostende,€3.8M,€12K,Right,RAM,55,5'9,159lbs,€5.9M
3881,208099,I. Runje,27,Croatia,72,Jagiellonia Białystok,€2.6M,€7K,Right,RCB,17,6'4,183lbs,€3.5M
3882,221923,Vigaray,23,Spain,72,Deportivo Alavés,€3.6M,€13K,Right,RB,2,6'0,154lbs,€8.2M
3883,224739,P. Olayinka,22,Nigeria,72,SK Slavia Praha,€4.4M,€1K,Right,LM,9,6'2,170lbs,€10.5M
3884,216036,R. Delgado,28,Argentina,72,Defensa y Justicia,€2.5M,€10K,Left,LB,33,5'9,172lbs,€3.7M
3886,153062,V. Figueroa,34,Argentina,72,Newell's Old Boys,€1.6M,€14K,Right,LM,16,5'6,139lbs,€2.4M
3887,243686,Chiquinho,22,Portugal,72,Moreirense FC,€4.3M,€5K,Right,LCM,22,5'9,146lbs,€9.8M
3888,193254,C. Trimmel,31,Austria,72,1. FC Union Berlin,€2M,€20K,Right,RB,28,6'2,179lbs,€3.3M
3889,201447,S. Lletget,25,United States,72,LA Galaxy,€3.8M,€6K,Right,RCM,17,5'10,165lbs,€6M
3890,208615,C. Jullien,25,France,72,Toulouse Football Club,€3.4M,€17K,Right,LCB,6,6'5,194lbs,€7M
3891,240359,O. Alderete,21,Paraguay,72,Club Atlético Huracán,€4.4M,€8K,Left,CB,25,6'2,170lbs,€7.5M
3892,242664,A. Saelemaekers,19,Belgium,72,RSC Anderlecht,€5.5M,€7K,Right,RB,56,5'9,146lbs,€9.4M
3893,177896,M. Vrančić,29,Bosnia Herzegovina,72,Norwich City,€3M,€21K,Left,CM,8,6'2,172lbs,€5.7M
3894,207593,J. Uronen,23,Finland,72,KRC Genk,€3.5M,€9K,Left,LB,18,5'10,163lbs,€5.5M
3895,238569,K. Schindler,24,Ghana,72,Holstein Kiel,€3.9M,€9K,Right,RS,27,5'11,170lbs,€6.4M
3896,202986,Sin Jin Ho,29,Korea Republic,72,FC Seoul,€3M,€7K,Right,LCM,8,5'10,159lbs,€3.7M
3897,227562,L. Haraslín,22,Slovakia,72,Lechia Gdańsk,€4.6M,€6K,Left,LM,17,6'0,157lbs,€7.1M
3898,201707,A. Fiola,28,Hungary,72,,€0,€0,Right,RB,5,6'0,154lbs,
3899,233195,X. Schlager,20,Austria,72,FC Red Bull Salzburg,€5.5M,€18K,Left,LCM,42,5'9,161lbs,€9.4M
3900,182763,N. Jelavić,32,Croatia,72,Guizhou Hengfeng FC,€2.5M,€13K,Right,RS,11,6'2,194lbs,€5.3M
3901,206316,T. Ben Haim,28,Israel,72,Sparta Praha,€3.1M,€1K,Right,LM,11,5'11,165lbs,€6.9M
3902,208364,Clinton Mata,25,Angola,72,Club Brugge KV,€3.7M,€15K,Right,RM,77,5'11,159lbs,€5.8M
3903,169708,S. Hutchinson,28,England,72,Sheffield Wednesday,€2.5M,€20K,Right,CDM,23,6'0,161lbs,€4.8M
3904,185068,J. Russell,28,Scotland,72,Sporting Kansas City,€3.1M,€7K,Left,RW,20,5'10,168lbs,€4.7M
3905,216814,S. Uçan,24,Turkey,72,Empoli,€4.1M,€35K,Right,CM,42,6'0,143lbs,
3906,199663,Renato Neto,26,Brazil,72,KAA Gent,€3.6M,€15K,Right,CM,10,6'1,183lbs,€5.7M
3907,202223,J. Meram,29,Iraq,72,Columbus Crew SC,€3M,€7K,Right,LM,9,6'1,165lbs,€4.6M
3908,229359,Jorge Miramón,29,Spain,72,SD Huesca,€2.4M,€16K,Right,RB,24,5'9,163lbs,€5.2M
3909,231919,A. Murgia,21,Italy,72,Lazio,€4.2M,€22K,Right,CM,96,6'1,172lbs,€8.1M
3910,196848,I. Ávila,27,Peru,72,Monarcas Morelia,€3.3M,€9K,Right,ST,11,5'6,150lbs,€5.6M
3911,188400,T. Kaminski,25,Belgium,72,KV Kortrijk,€2.8M,€8K,Right,GK,28,6'3,176lbs,€4.3M
3912,198641,K. Zohore,24,Denmark,72,Cardiff City,€4.2M,€30K,Left,ST,10,6'4,212lbs,€8.8M
3913,205553,L. Ceppitelli,28,Italy,72,Cagliari,€2.8M,€21K,Right,LCB,23,6'2,183lbs,€5M
3914,177137,Nuno Coelho,30,Portugal,72,Os Belenenses,€2.3M,€5K,Right,CDM,66,6'0,168lbs,€4.8M
3915,178417,C. Mulgrew,32,Scotland,72,Blackburn Rovers,€1.8M,€27K,Left,CB,13,6'3,183lbs,€3.4M
3916,207858,D. Dwyer,27,United States,72,Orlando City SC,€3.3M,€7K,Left,ST,14,5'9,174lbs,€5M
3917,167666,J. Carrizo,34,Argentina,72,Monterrey,€1.3M,€22K,Right,GK,22,6'2,192lbs,€2.1M
3918,178418,F. Peluso,34,Italy,72,Sassuolo,€875K,€30K,Left,LB,13,6'2,181lbs,€1.5M
3919,189938,M. van der Werff,29,Netherlands,72,Vitesse,€2.4M,€11K,Right,RCB,3,6'1,181lbs,€3.6M
3920,214515,M. Piedrahita,33,Colombia,72,Junior FC,€1.2M,€3K,Right,RB,20,5'9,174lbs,€1.7M
3921,214771,V. Ayala,30,Paraguay,72,Gimnasia y Esgrima La Plata,€2.9M,€11K,Right,CM,16,5'10,154lbs,€4.3M
3922,237043,R. Alvarado,19,Mexico,72,Cruz Azul,€4.2M,€9K,Left,CAM,25,5'9,154lbs,€8.1M
3923,241907,D. Rossi,20,Uruguay,72,Los Angeles FC,€5.5M,€5K,Right,LW,9,5'7,150lbs,€9.4M
3924,193267,F. Pisacane,32,Italy,72,Cagliari,€1.8M,€20K,Right,CB,19,5'10,170lbs,€3M
3925,198900,U. Ćosić,25,Serbia,72,AEK Athens,€3.4M,€1K,Right,CB,15,6'2,170lbs,€7.7M
3926,199412,Sebá,26,Brazil,72,Chongqing Dangdai Lifan FC SWM Team,€3.7M,€9K,Left,LW,34,5'10,161lbs,€8.1M
3927,214004,D. Peralta,33,Colombia,72,Once Caldas,€1.3M,€3K,Right,RCB,2,6'2,185lbs,€1.7M
3928,236532,R. Koch,21,Germany,72,SC Freiburg,€4M,€11K,Right,LDM,25,6'4,187lbs,€8M
3929,212469,A. Ghazal,26,Egypt,72,Vancouver Whitecaps FC,€3.2M,€6K,Right,CDM,66,6'2,185lbs,€5.1M
3930,164853,A. Federici,33,Australia,72,Stoke City,€1.6M,€22K,Right,GK,32,6'2,198lbs,€3M
3931,204278,David Simón,28,Spain,72,Deportivo de La Coruña,€2.5M,€8K,Right,RB,2,5'9,150lbs,€3.9M
3932,221174,M. Oršić,25,Croatia,72,Dinamo Zagreb,€3.8M,€1K,Right,LM,99,5'10,152lbs,€8.6M
3933,230390,Alexandre Frandeira,30,Brazil,72,Sport Club do Recife,€2.3M,€11K,Right,LCB,4,6'4,187lbs,€4.4M
3934,152567,A. Tettey,32,Norway,72,Norwich City,€1.8M,€19K,Right,RDM,27,5'11,150lbs,€3.4M
3935,198904,G. Hanley,26,Scotland,72,Norwich City,€3.1M,€19K,Right,CB,31,6'2,179lbs,€6.2M
3936,204280,Cristian Herrera,27,Spain,72,CD Lugo,€3.6M,€8K,Left,LS,7,6'2,187lbs,€6.1M
3937,101880,R. Green,38,England,72,Chelsea,€210K,€28K,Right,GK,31,6'2,203lbs,€389K
3938,235512,Gelson Dala,21,Angola,72,Rio Ave FC,€5M,€8K,Right,ST,57,5'9,143lbs,
3939,232441,M. Higashiguchi,32,Japan,72,Gamba Osaka,€1.8M,€7K,Right,GK,1,6'0,172lbs,€2.2M
3940,199674,Jorge Teixeira,31,Portugal,72,Sint-Truidense VV,€2.1M,€9K,Right,CB,26,6'2,196lbs,€3.1M
3941,205818,R. Woods,24,England,72,Stoke City,€3.5M,€23K,Right,CDM,38,5'8,154lbs,
3942,213498,S. Martinsson Ngouali,26,Gabon,72,Hammarby IF,€3.7M,€5K,Right,LCM,19,5'9,165lbs,€4.9M
3943,217082,W. Ángel,25,Venezuela,72,,€0,€0,Right,LCB,2,6'2,185lbs,
3944,221434,D. Villalpando,26,Mexico,72,Club Necaxa,€3.6M,€10K,Right,CAM,10,5'8,148lbs,€6.4M
3945,224506,M. Šitum,26,Croatia,72,Dinamo Zagreb,€3.7M,€1K,Right,LM,16,5'10,168lbs,€8.3M
3946,202491,T. Carroll,26,England,72,Swansea City,€3.7M,€21K,Left,CM,14,5'10,146lbs,€7.3M
3947,167931,R. Elliot,32,Republic of Ireland,72,Newcastle United,€1.8M,€23K,Left,GK,1,6'3,207lbs,€3.4M
3948,178171,Sergio Sánchez,32,Spain,72,Cádiz CF,€1.8M,€7K,Right,RCB,20,6'1,172lbs,€2.9M
3949,198908,I. Cofie,26,Ghana,72,Real Sporting de Gijón,€3.6M,€8K,Right,RDM,5,6'0,165lbs,€6M
3950,208892,S. Byram,24,England,72,Nottingham Forest,€3.3M,€37K,Right,RB,25,6'0,159lbs,
3951,215292,M. Cauteruccio,31,Uruguay,72,Cruz Azul,€2.8M,€20K,Right,ST,7,5'11,168lbs,€4.7M
3952,217852,K. Molino,28,Trinidad & Tobago,72,Minnesota United FC,€3.1M,€7K,Right,CAM,18,5'8,154lbs,€4.7M
3953,189436,L. Ariaudo,29,Italy,72,Frosinone,€2.4M,€12K,Left,CB,15,6'1,174lbs,€4.3M
3954,193276,P. Klingmann,30,Germany,72,SV Sandhausen,€2.2M,€5K,Right,RB,24,5'11,174lbs,€3.6M
3955,228093,M. Thuram,20,France,72,En Avant de Guingamp,€4.6M,€12K,Right,LM,11,6'4,194lbs,€10.2M
3956,167933,Y. Cahuzac,33,France,72,Toulouse Football Club,€1.3M,€18K,Right,LDM,4,5'10,154lbs,€2.5M
3957,172285,Elustondo,31,Spain,72,Rayo Vallecano,€2.7M,€14K,Right,CM,6,6'0,174lbs,€5.9M
3959,188157,L. Immers,32,Netherlands,72,ADO Den Haag,€2.4M,€8K,Right,RCM,10,6'2,172lbs,€3.5M
3960,215294,C. Menéndez,30,Argentina,72,Tiburones Rojos de Veracruz,€3M,€8K,Right,ST,11,6'1,176lbs,€5M
3961,233982,Vágner Corraldo,30,Brazil,72,Atlético Paranaense,€2.2M,€10K,Left,LB,5,5'9,154lbs,€4.3M
3962,171774,Luso,33,Spain,72,CF Rayo Majadahonda,€1.3M,€5K,Right,LCB,23,6'0,165lbs,€2M
3963,193278,C. Mavinga,27,DR Congo,72,Toronto FC,€2.9M,€6K,Left,LCB,23,6'1,172lbs,€4.6M
3964,220671,F. Melchiorri,31,Italy,72,Perugia,€2.8M,€4K,Right,LS,11,6'0,168lbs,€4.3M
3965,192767,T. Doumbia,28,Mali,72,Dinamo Zagreb,€2.5M,€1K,Right,CDM,4,6'4,183lbs,€5.5M
3966,210688,A. Trondsen,23,Norway,71,Rosenborg BK,€3.6M,€5K,Left,LCM,15,6'0,172lbs,€5.4M
3967,222464,Sivera,21,Spain,71,Deportivo Alavés,€2.5M,€7K,Right,GK,13,6'0,165lbs,€5.7M
3968,230400,Allison Sireo,30,Brazil,71,América FC (Minas Gerais),€1.8M,€10K,Right,RCB,3,6'4,187lbs,€3.3M
3969,179712,Z. Stieber,29,Hungary,71,DC United,€2.3M,€6K,Left,RM,18,5'9,148lbs,€3.5M
3970,204289,S. Berahino,24,Burundi,71,Stoke City,€3.2M,€25K,Right,LW,19,5'11,181lbs,€6.3M
3971,160770,O. Skúlason,35,Iceland,71,,€0,€0,Right,CDM,16,6'0,179lbs,
3972,239106,L. Koutris,22,Greece,71,Olympiacos CFP,€2.8M,€1K,Left,LB,22,5'7,159lbs,€6.7M
3973,188674,M. Pektemek,29,Turkey,71,Beşiktaş JK,€2.4M,€31K,Right,CF,11,6'0,159lbs,€4.5M
3974,213763,R. Schüller,27,Finland,71,Minnesota United FC,€2M,€5K,Left,CDM,11,5'10,148lbs,€3M
3975,224003,Sergio Herrera,25,Spain,71,CA Osasuna,€2M,€5K,Right,GK,1,6'4,176lbs,€3.4M
3976,180739,E. Kawashima,35,Japan,71,RC Strasbourg Alsace,€550K,€6K,Right,GK,16,6'1,163lbs,€1.1M
3977,201220,L. Memushaj,31,Albania,71,Pescara,€2M,€4K,Right,LCM,8,5'9,154lbs,€3.1M
3978,215556,E. Fernandes,22,Switzerland,71,Fiorentina,€3.5M,€36K,Right,RM,19,6'3,154lbs,
3979,232708,M. Valenzuela,19,Argentina,71,Columbus Crew SC,€3.2M,€5K,Left,LB,19,5'6,146lbs,
3980,186116,H. Lansbury,27,England,71,Aston Villa,€2.4M,€13K,Right,CM,8,6'1,187lbs,€4.6M
3981,216325,A. Gunn,22,England,71,Southampton,€3.3M,€17K,Right,GK,28,6'5,170lbs,€7M
3982,225541,A. Kamara,23,France,71,Fulham,€3.2M,€31K,Right,ST,47,5'10,179lbs,€6.3M
3983,168965,R. Riou,30,France,71,Sporting de Charleroi,€1.5M,€7K,Right,GK,69,6'2,179lbs,€2.3M
3984,176389,Jung Sung Ryong,33,Korea Republic,71,Kawasaki Frontale,€1.2M,€5K,Right,GK,1,6'3,198lbs,€1.6M
3985,199174,A. Caracciolo,28,Italy,71,Hellas Verona,€1.9M,€4K,Right,RCB,2,6'1,183lbs,€3.1M
3986,221702,Ewandro,22,Brazil,71,FK Austria Wien,€3.6M,€14K,Left,RM,21,5'9,148lbs,
3987,228614,G. Holtmann,23,Germany,71,1. FSV Mainz 05,€3.3M,€15K,Left,LM,38,6'0,170lbs,€6.7M
3988,201991,Erik Morán,27,Spain,71,AEK Athens,€2.3M,€1K,Right,CDM,39,6'2,163lbs,€5.3M
3989,212231,Tobias Figueiredo,24,Portugal,71,Nottingham Forest,€2.6M,€23K,Right,RCB,3,6'2,185lbs,€5.1M
3990,223495,I. Rossi,24,Argentina,71,Club Atlético Huracán,€2.8M,€11K,Left,LCM,15,6'0,168lbs,
3991,230407,Miltisco Paulino,30,Brazil,71,Santos,€1.8M,€11K,Right,LCB,4,5'11,170lbs,€3.3M
3992,233223,P. Brlek,24,Croatia,71,FC Lugano,€3.1M,€10K,Right,CM,20,5'11,163lbs,
3993,223240,G. Bettini,25,Argentina,71,Rosario Central,€2.4M,€9K,Right,RB,4,5'7,163lbs,
3994,224520,R. Kent,21,England,71,Rangers FC,€4.1M,€42K,Right,LW,14,5'8,143lbs,
3995,229896,Jordi Calavera,22,Spain,71,SD Eibar,€2.7M,€11K,Right,RB,2,6'0,163lbs,€6.3M
3996,241672,M. Lešković,27,Croatia,71,Dinamo Zagreb,€2.3M,€1K,Right,CB,31,6'2,190lbs,€5.3M
3997,188168,G. Friend,30,England,71,Middlesbrough,€1.7M,€29K,Left,LB,3,6'2,183lbs,€3.3M
3998,200713,S. Aydoğdu,27,Turkey,71,Medipol Başakşehir FK,€2.4M,€16K,Left,CM,20,5'11,159lbs,€4.6M
3999,177673,S. Gashi,29,Albania,71,Colorado Rapids,€2.4M,€7K,Left,RS,11,6'0,165lbs,€3.4M
4001,223498,E. Cecchini,23,Argentina,71,Club Atlético Banfield,€3.2M,€6K,Right,CDM,5,5'10,172lbs,
4002,211723,T. Knipping,25,Germany,71,SV Sandhausen,€2.5M,€5K,Left,CB,34,6'2,181lbs,€4.2M
4003,222987,H. Yamaguchi,27,Japan,71,Cerezo Osaka,€2.2M,€6K,Right,RCM,6,5'8,159lbs,€3M
4004,223243,V. Aguilera,29,Argentina,71,Club América,€1.8M,€33K,Right,LCB,19,6'2,194lbs,€3.1M
4006,216076,L. Pasciuti,28,Italy,71,Carpi,€2.4M,€3K,Right,LM,19,5'8,150lbs,€3.7M
4007,200461,M. Makuszewski,28,Poland,71,Lech Poznań,€2.4M,€7K,Right,RM,17,5'9,154lbs,€3.2M
4008,215309,L. Albertengo,27,Argentina,71,Estudiantes de La Plata,€2.8M,€14K,Right,ST,7,5'10,161lbs,
4009,181006,Serginho,31,Brazil,71,Akhisar Belediyespor,€1.6M,€11K,Right,CDM,77,5'10,154lbs,€3.2M
4010,207887,F. Schnellhardt,24,Germany,71,MSV Duisburg,€3.3M,€5K,Left,CM,10,5'11,165lbs,€5.9M
4011,143119,M. Pavone,36,Argentina,71,Estudiantes de La Plata,€850K,€9K,Right,ST,16,5'11,179lbs,€1.3M
4012,224271,T. Goiginger,25,Austria,71,LASK Linz,€3M,€8K,Right,RW,27,5'11,152lbs,€4.5M
4014,16,Luis García,37,Spain,71,KAS Eupen,€750K,€6K,Right,RCM,10,5'10,143lbs,€1.1M
4015,230672,Lyanco,21,Brazil,71,Torino,€3.2M,€16K,Right,CB,97,6'2,165lbs,€6.1M
4016,178448,A. Luci,33,Italy,71,Livorno,€1.4M,€3K,Right,CM,8,5'8,150lbs,€2.2M
4017,245520,Luca Sangalli,23,Spain,71,Real Sociedad,€3.5M,€14K,Right,RM,23,5'6,163lbs,€8M
4018,203537,S. Ameobi,26,England,71,Bolton Wanderers,€2.8M,€8K,Left,CAM,10,6'4,172lbs,€5.5M
4019,205585,J. Price,25,England,71,Colorado Rapids,€2.5M,€5K,Right,CDM,19,5'7,152lbs,€3.8M
4020,184337,Go Yo Han,30,Korea Republic,71,FC Seoul,€2.2M,€6K,Right,RM,13,5'7,143lbs,€2.7M
4021,208914,O. Hawsawi,32,Saudi Arabia,71,Al Nassr,€1.4M,€21K,Right,CB,4,6'1,168lbs,€2.3M
4022,189459,Jaime Romero,27,Spain,71,Córdoba CF,€2.5M,€7K,Left,RM,14,5'9,170lbs,€3.8M
4023,177684,S. Grippo,29,Switzerland,71,Real Zaragoza,€1.8M,€7K,Right,CB,25,6'2,176lbs,€2.9M
4024,235029,F. Chalov,20,Russia,71,PFC CSKA Moscow,€4.3M,€1K,Right,RS,9,5'11,170lbs,€10.3M
4025,188949,L. Siligardi,30,Italy,71,Parma,€2.2M,€27K,Left,RW,26,5'11,159lbs,€4M
4026,199191,D. Appiah,26,France,71,RSC Anderlecht,€2.3M,€12K,Right,RB,12,5'9,170lbs,€3.6M
4027,139799,S. Silva,37,Uruguay,71,Gimnasia y Esgrima La Plata,€850K,€8K,Right,RS,9,6'1,176lbs,€1.3M
4028,199960,J. Paterson,26,England,71,Bristol City,€2.8M,€26K,Right,LM,20,5'9,148lbs,€5.5M
4029,201240,T. Barkhuizen,24,England,71,Preston North End,€3M,€9K,Right,RM,29,5'9,154lbs,€5.9M
4030,168984,I. Bangoura,33,Guinea,71,Al Raed,€1.5M,€15K,Right,ST,10,5'9,161lbs,€2.5M
4031,235544,S. Memišević,24,Bosnia Herzegovina,71,FC Groningen,€2.5M,€5K,Right,LDM,5,6'1,170lbs,€3.9M
4032,188696,F. Tabanou,29,France,71,En Avant de Guingamp,€1.8M,€14K,Left,LB,27,5'10,170lbs,€3.6M
4033,164633,T. Hoogland,33,Germany,71,VfL Bochum 1848,€950K,€11K,Right,LCB,2,6'0,176lbs,€1.5M
4034,230681,G. Pezzella,20,Italy,71,Udinese,€3.7M,€11K,Left,LB,7,6'2,187lbs,€7.4M
4035,240409,D. Kolovetsios,26,Greece,71,Panathinaikos FC,€2.5M,€1K,Left,RCB,4,6'0,170lbs,€5.6M
4036,243993,Enric Gallego,31,Spain,71,Extremadura UD,€2.1M,€6K,Left,RS,19,6'2,192lbs,€3.3M
4037,169498,J. Garner,30,England,71,Wigan Athletic,€2.3M,€35K,Right,ST,41,5'10,161lbs,€4.3M
4038,235290,K. Bonifazi,22,Italy,71,SPAL,€3M,€19K,Right,CB,14,6'2,187lbs,
4039,192026,Souza,30,Brazil,71,Cerezo Osaka,€1.8M,€6K,Right,LCM,11,6'0,165lbs,€2.2M
4040,209691,J. Adéoti,29,Benin,71,AJ Auxerre,€1.8M,€5K,Right,LDM,8,6'0,179lbs,€3.3M
4041,214299,R. Caroca,28,Chile,71,Universidad de Chile,€1.9M,€8K,Right,LDM,17,5'9,159lbs,€2.7M
4042,215067,D. Rosero Valencia,24,Colombia,71,Deportivo Cali,€2.8M,€2K,Right,RCB,4,5'11,179lbs,€4.6M
4043,228124,M. Jonjić,27,Croatia,71,Cerezo Osaka,€2.3M,€6K,Right,RCB,22,6'2,183lbs,€3.1M
4044,229404,A. Tarek,26,Egypt,71,Orlando City SC,€2.5M,€5K,Left,CB,3,6'3,194lbs,€3.9M
4045,167452,O. Fink,36,Germany,71,Fortuna Düsseldorf,€750K,€14K,Right,CM,7,6'2,172lbs,€1.4M
4046,186140,F. Macheda,26,Italy,71,Panathinaikos FC,€2.8M,€1K,Right,ST,9,6'0,161lbs,€6.4M
4047,192540,M. Duffy,32,England,71,Sheffield United,€1.8M,€10K,Right,CAM,21,5'9,159lbs,€3.5M
4048,206109,Y. Chibsah,25,Ghana,71,Frosinone,€2.9M,€11K,Right,RCM,66,5'10,172lbs,€5.5M
4049,211741,T. Schütz,30,Germany,71,DSC Arminia Bielefeld,€1.8M,€9K,Right,LDM,6,5'11,165lbs,€2.8M
4050,238621,Rodrigo Becão,22,Brazil,71,PFC CSKA Moscow,€3.2M,€1K,Right,RCB,50,6'3,174lbs,€7.6M
4051,245021,M. Loum,21,Senegal,71,Moreirense FC,€3M,€6K,Right,CDM,31,6'2,176lbs,
4052,138782,D. Fletcher,34,Scotland,71,Stoke City,€1.2M,€26K,Right,CM,24,6'0,183lbs,€2.2M
4053,204830,Vadillo,23,Spain,71,Granada CF,€3.2M,€6K,Right,RM,7,5'11,154lbs,€5.8M
4054,205086,P. Klement,25,Germany,71,SC Paderborn 07,€2.8M,€8K,Left,CAM,21,5'9,157lbs,€4.6M
4055,202271,A. Gogia,26,Germany,71,1. FC Union Berlin,€2.8M,€21K,Right,RW,11,5'10,159lbs,€4.7M
4057,232223,K. Tsimikas,22,Greece,71,Olympiacos CFP,€2.8M,€1K,Left,LB,23,5'9,150lbs,€6.7M
4058,175391,Mateus,34,Angola,71,Boavista FC,€1.2M,€6K,Right,LM,9,5'9,165lbs,€2.5M
4059,196896,Babanco,32,Cape Verde,71,CD Feirense,€1.8M,€8K,Left,LDM,5,5'10,154lbs,€3.8M
4060,204320,X. Mercier,28,France,71,KSV Cercle Brugge,€2.4M,€10K,Right,LCM,10,5'9,157lbs,€3.5M
4061,139296,D. Nugent,33,England,71,Derby County,€1.5M,€29K,Right,ST,28,5'11,168lbs,€2.8M
4062,159520,N. Fernández,39,Argentina,71,Unión de Santa Fe,€160K,€4K,Right,GK,1,6'5,187lbs,€240K
4063,202017,O. Hernández,25,Germany,71,Norwich City,€3M,€17K,Right,LM,25,5'8,168lbs,€5.9M
4064,205857,E. Mathoho,28,South Africa,71,Kaizer Chiefs,€2.2M,€1K,Right,CB,3,6'3,168lbs,€5.1M
4065,213537,B. Sarr,27,Senegal,71,Molde FK,€2.3M,€5K,Left,LCM,8,6'2,179lbs,€3.1M
4066,214817,A. Sagal,25,Chile,71,Pachuca,€3.2M,€19K,Left,ST,7,5'10,170lbs,€5.6M
4067,235041,J. Grimm,31,France,71,RC Strasbourg Alsace,€1.6M,€11K,Right,CDM,6,5'11,152lbs,€3.2M
